,symbol,date,open,high,low,close,adj_close,volume
67,ADA-USD,2022-03-09,0.801485,0.861431,0.801007,0.849293,0.849293,980869497
68,ADA-USD,2022-03-10,0.849355,0.850576,0.791222,0.806316,0.806316,903650101
69,ADA-USD,2022-03-11,0.806302,0.817147,0.78593,0.790125,0.790125,792395101
70,ADA-USD,2022-03-12,0.790073,0.800801,0.789565,0.790674,0.790674,493606091
71,ADA-USD,2022-03-13,0.790567,0.819025,0.783251,0.790995,0.790995,772035954
72,ADA-USD,2022-03-14,0.790412,0.812075,0.781908,0.803917,0.803917,924771999
73,ADA-USD,2022-03-15,0.803841,0.815622,0.785917,0.800006,0.800006,832137304
74,ADA-USD,2022-03-16,0.800024,0.838632,0.795396,0.838374,0.838374,1233395707
75,ADA-USD,2022-03-17,0.838362,0.85588,0.82993,0.836784,0.836784,909733920
76,ADA-USD,2022-03-18,0.836657,0.85888,0.822879,0.853433,0.853433,792706852
77,ADA-USD,2022-03-19,0.853274,0.912921,0.851972,0.901099,0.901099,1103521076
78,ADA-USD,2022-03-20,0.901322,0.914603,0.865669,0.877092,0.877092,949951339
79,ADA-USD,2022-03-21,0.877201,0.927599,0.865919,0.916782,0.916782,1233477886
80,ADA-USD,2022-03-22,0.916888,0.985033,0.909592,0.97644,0.97644,1699537576
81,ADA-USD,2022-03-23,0.976162,1.107482,0.959068,1.107482,1.107482,3447683427
82,ADA-USD,2022-03-24,1.107204,1.185751,1.085422,1.130011,1.130011,3671006856
83,ADA-USD,2022-03-25,1.130228,1.163815,1.075631,1.097888,1.097888,2232929187
84,ADA-USD,2022-03-26,1.098015,1.157231,1.082272,1.150594,1.150594,1407171432
85,ADA-USD,2022-03-27,1.151006,1.183395,1.108125,1.182148,1.182148,1322194562
86,ADA-USD,2022-03-28,1.182334,1.242865,1.162468,1.170184,1.170184,2304056098
87,ADA-USD,2022-03-29,1.169285,1.239358,1.169033,1.191112,1.191112,1761798381
88,ADA-USD,2022-03-30,1.19098,1.216669,1.167608,1.190385,1.190385,1424442312
89,ADA-USD,2022-03-31,1.190299,1.22632,1.137162,1.141851,1.141851,1745903089
90,ADA-USD,2022-04-01,1.141952,1.172973,1.107619,1.165425,1.165425,1687785845
91,ADA-USD,2022-04-02,1.165444,1.193844,1.15105,1.156007,1.156007,1224117012
92,ADA-USD,2022-04-03,1.155909,1.198543,1.146687,1.185941,1.185941,976725814
93,ADA-USD,2022-04-04,1.1858,1.240358,1.165493,1.212945,1.212945,2447778820
94,ADA-USD,2022-04-05,1.213029,1.217393,1.167548,1.170801,1.170801,1188106135
95,ADA-USD,2022-04-06,1.170792,1.171607,1.052379,1.052771,1.052771,1710318316
96,ADA-USD,2022-04-07,1.053129,1.098469,1.045138,1.091894,1.091894,1139697598
97,ADA-USD,2022-04-08,1.091632,1.097432,1.02137,1.026326,1.026326,926095649
98,ADA-USD,2022-04-09,1.025912,1.045075,1.02379,1.045015,1.045015,640896639
99,ADA-USD,2022-04-10,1.045012,1.06803,1.028757,1.030885,1.030885,626332866
100,ADA-USD,2022-04-11,1.030671,1.030671,0.920116,0.92045,0.92045,1398303911
101,ADA-USD,2022-04-12,0.920599,0.980855,0.920599,0.955145,0.955145,1076130201
102,ADA-USD,2022-04-13,0.955122,0.978153,0.9374,0.974696,0.974696,791702878
103,ADA-USD,2022-04-14,0.974569,0.983624,0.925471,0.932412,0.932412,812010499
104,ADA-USD,2022-04-15,0.932529,0.957988,0.932474,0.954717,0.954717,574655010
105,ADA-USD,2022-04-16,0.954704,0.961081,0.939852,0.95264,0.95264,468473785
106,ADA-USD,2022-04-17,0.952531,0.961512,0.915346,0.917466,0.917466,528371933
107,ADA-USD,2022-04-18,0.917509,0.937368,0.877736,0.93673,0.93673,1105222191
108,ADA-USD,2022-04-19,0.936762,0.954662,0.928201,0.953333,0.953333,777142382
109,ADA-USD,2022-04-20,0.953325,0.974735,0.93251,0.937341,0.937341,828312845
110,ADA-USD,2022-04-21,0.937272,0.969453,0.896912,0.910474,0.910474,871111347
111,ADA-USD,2022-04-22,0.910335,0.923741,0.893973,0.907154,0.907154,725788912
112,ADA-USD,2022-04-23,0.907185,0.910614,0.88466,0.888503,0.888503,447997661
113,ADA-USD,2022-04-24,0.888279,0.897855,0.881857,0.88635,0.88635,487629549
114,ADA-USD,2022-04-25,0.886378,0.901707,0.830232,0.898695,0.898695,1139869029
115,ADA-USD,2022-04-26,0.898577,0.901137,0.821011,0.827645,0.827645,1020049782
116,ADA-USD,2022-04-27,0.827541,0.853942,0.82259,0.840595,0.840595,927312593
117,ADA-USD,2022-04-28,0.840615,0.852062,0.827689,0.84395,0.84395,836357358
118,ADA-USD,2022-04-29,0.84393,0.8487,0.793686,0.805043,0.805043,874797260
119,ADA-USD,2022-04-30,0.805056,0.817048,0.742359,0.75666,0.75666,868001173
120,ADA-USD,2022-05-01,0.756701,0.799425,0.749655,0.790344,0.790344,928448231
121,ADA-USD,2022-05-02,0.790279,0.795818,0.766198,0.781529,0.781529,805325174
122,ADA-USD,2022-05-03,0.78143,0.798589,0.762068,0.771145,0.771145,649650331
123,ADA-USD,2022-05-04,0.771107,0.897661,0.769638,0.896942,0.896942,1516023155
124,ADA-USD,2022-05-05,0.897061,0.904111,0.778141,0.791152,0.791152,1802128590
125,ADA-USD,2022-05-06,0.791065,0.798315,0.765742,0.783359,0.783359,1312283636
126,ADA-USD,2022-05-07,0.783352,0.785116,0.750657,0.761882,0.761882,801558914
127,ADA-USD,2022-05-08,0.762053,0.763869,0.729272,0.739563,0.739563,1085127147
128,ADA-USD,2022-05-09,0.739509,0.753233,0.610088,0.610088,0.610088,2306123277
129,ADA-USD,2022-05-10,0.609972,0.69852,0.590688,0.628963,0.628963,2372592084
130,ADA-USD,2022-05-11,0.628772,0.657571,0.48461,0.5128,0.5128,2692548110
131,ADA-USD,2022-05-12,0.512999,0.545498,0.406529,0.473746,0.473746,2798263564
132,ADA-USD,2022-05-13,0.473418,0.601088,0.469981,0.528877,0.528877,1946134960
133,ADA-USD,2022-05-14,0.528942,0.554225,0.491435,0.539358,0.539358,1178703676
134,ADA-USD,2022-05-15,0.539386,0.597884,0.516546,0.5975,0.5975,1090431332
135,ADA-USD,2022-05-16,0.597569,0.608465,0.547812,0.556716,0.556716,1291715346
136,ADA-USD,2022-05-17,0.556696,0.597886,0.554384,0.578077,0.578077,935138863
137,ADA-USD,2022-05-18,0.578057,0.584499,0.505615,0.505615,0.505615,933793601
138,ADA-USD,2022-05-19,0.505499,0.544249,0.495611,0.533321,0.533321,939230823
139,ADA-USD,2022-05-20,0.533364,0.543411,0.503138,0.517907,0.517907,722609837
140,ADA-USD,2022-05-21,0.517905,0.53639,0.511424,0.528314,0.528314,428041383
141,ADA-USD,2022-05-22,0.528344,0.547017,0.523393,0.542618,0.542618,489742264
142,ADA-USD,2022-05-23,0.542484,0.557805,0.509433,0.512605,0.512605,753004177
143,ADA-USD,2022-05-24,0.512687,0.524259,0.495957,0.521224,0.521224,678125877
144,ADA-USD,2022-05-25,0.521242,0.531462,0.508289,0.513877,0.513877,589015500
145,ADA-USD,2022-05-26,0.513953,0.520108,0.466368,0.480883,0.480883,909554798
146,ADA-USD,2022-05-27,0.480643,0.482871,0.447367,0.455507,0.455507,922413717
147,ADA-USD,2022-05-28,0.458176,0.467449,0.449708,0.464764,0.464764,448858644
148,ADA-USD,2022-05-29,0.464732,0.481841,0.45738,0.481126,0.481126,444269488
149,ADA-USD,2022-05-30,0.481134,0.574956,0.478083,0.570073,0.570073,1185015742
150,ADA-USD,2022-05-31,0.57,0.682313,0.569636,0.625254,0.625254,3269050143
151,ADA-USD,2022-06-01,0.625417,0.629977,0.540809,0.55275,0.55275,1404107650
152,ADA-USD,2022-06-02,0.552636,0.595811,0.550444,0.587795,0.587795,1257661647
153,ADA-USD,2022-06-03,0.587836,0.60329,0.541486,0.559658,0.559658,910186327
154,ADA-USD,2022-06-04,0.559957,0.57057,0.548088,0.566069,0.566069,559861766
155,ADA-USD,2022-06-05,0.566091,0.579553,0.556398,0.56709,0.56709,478128224
156,ADA-USD,2022-06-06,0.567207,0.643452,0.566608,0.609328,0.609328,1417826128
157,ADA-USD,2022-06-07,0.60934,0.641993,0.574847,0.615445,0.615445,1450579665
158,ADA-USD,2022-06-08,0.615485,0.666099,0.610954,0.641614,0.641614,1636846100
159,ADA-USD,2022-06-09,0.641649,0.655216,0.627746,0.63292,0.63292,1166081755
160,ADA-USD,2022-06-10,0.632863,0.635083,0.573932,0.574216,0.574216,1170021356
161,ADA-USD,2022-06-11,0.574268,0.613661,0.546497,0.552777,0.552777,1232257018
162,ADA-USD,2022-06-12,0.552977,0.55993,0.496861,0.496861,0.496861,1474640183
163,ADA-USD,2022-06-13,0.4961,0.496463,0.439206,0.463133,0.463133,2551895485
164,ADA-USD,2022-06-14,0.463251,0.517403,0.438537,0.484386,0.484386,2241209963
165,ADA-USD,2022-06-15,0.48416,0.536792,0.450104,0.533296,0.533296,2335125416
166,ADA-USD,2022-06-16,0.533529,0.544017,0.469018,0.475022,0.475022,1226235066
167,ADA-USD,2022-06-17,0.475183,0.502739,0.473478,0.487392,0.487392,872710309
168,ADA-USD,2022-06-18,0.487367,0.494669,0.423419,0.456182,0.456182,1214101657
169,ADA-USD,2022-06-19,0.45597,0.487226,0.437213,0.484364,0.484364,1050008285
170,ADA-USD,2022-06-20,0.484403,0.507965,0.462886,0.492261,0.492261,1096263588
171,ADA-USD,2022-06-21,0.49227,0.509728,0.477318,0.479204,0.479204,1018828248
172,ADA-USD,2022-06-22,0.479506,0.480996,0.457943,0.458568,0.458568,818977392
173,ADA-USD,2022-06-23,0.458652,0.482221,0.45804,0.480292,0.480292,711554788
174,ADA-USD,2022-06-24,0.480199,0.508816,0.477045,0.499224,0.499224,945924412
175,ADA-USD,2022-06-25,0.499233,0.506943,0.479517,0.498946,0.498946,649820170
176,ADA-USD,2022-06-26,0.498876,0.524037,0.489426,0.489653,0.489653,842528877
177,ADA-USD,2022-06-27,0.489558,0.507615,0.47862,0.48579,0.48579,709992597
178,ADA-USD,2022-06-28,0.485571,0.496544,0.468228,0.469671,0.469671,724759074
179,ADA-USD,2022-06-29,0.469673,0.475916,0.460463,0.465509,0.465509,769352065
180,ADA-USD,2022-06-30,0.465602,0.466736,0.436185,0.458849,0.458849,903962268
181,ADA-USD,2022-07-01,0.459312,0.470312,0.44441,0.448089,0.448089,796619668
182,ADA-USD,2022-07-02,0.44818,0.460592,0.442332,0.456351,0.456351,494852064
183,ADA-USD,2022-07-03,0.456321,0.458882,0.444546,0.455587,0.455587,439469536
184,ADA-USD,2022-07-04,0.455612,0.473209,0.445301,0.469644,0.469644,808524892
185,ADA-USD,2022-07-05,0.469569,0.470673,0.44544,0.457632,0.457632,766706338
186,ADA-USD,2022-07-06,0.457668,0.464291,0.449115,0.462179,0.462179,622551308
187,ADA-USD,2022-07-07,0.46221,0.481945,0.461557,0.477812,0.477812,619107061
188,ADA-USD,2022-07-08,0.477817,0.490917,0.461916,0.467311,0.467311,827327238
189,ADA-USD,2022-07-09,0.46729,0.484265,0.466491,0.47876,0.47876,666827059
190,ADA-USD,2022-07-10,0.478771,0.479429,0.457067,0.46322,0.46322,612314122
191,ADA-USD,2022-07-11,0.463181,0.463181,0.433865,0.43552,0.43552,737643033
192,ADA-USD,2022-07-12,0.435581,0.440906,0.417435,0.417928,0.417928,707915451
193,ADA-USD,2022-07-13,0.417881,0.43973,0.406437,0.438108,0.438108,977278539
194,ADA-USD,2022-07-14,0.438057,0.444419,0.417741,0.441025,0.441025,861474952
195,ADA-USD,2022-07-15,0.441115,0.45156,0.433968,0.442456,0.442456,739541229
196,ADA-USD,2022-07-16,0.442445,0.457927,0.432458,0.45723,0.45723,653009372
197,ADA-USD,2022-07-17,0.457318,0.465061,0.44379,0.447353,0.447353,695937971
198,ADA-USD,2022-07-18,0.447415,0.497246,0.446383,0.492543,0.492543,1514608156
199,ADA-USD,2022-07-19,0.492078,0.524594,0.474607,0.515768,0.515768,1558576681
200,ADA-USD,2022-07-20,0.515801,0.546,0.489268,0.491043,0.491043,1559480054
201,ADA-USD,2022-07-21,0.491071,0.501448,0.477235,0.500098,0.500098,929201777
202,ADA-USD,2022-07-22,0.500091,0.510643,0.478904,0.483946,0.483946,783147406
203,ADA-USD,2022-07-23,0.483727,0.517532,0.475516,0.517368,0.517368,837188756
204,ADA-USD,2022-07-24,0.51736,0.534074,0.510632,0.513814,0.513814,910596091
205,ADA-USD,2022-07-25,0.513763,0.514812,0.476237,0.47625,0.47625,747132740
206,ADA-USD,2022-07-26,0.476298,0.476604,0.452105,0.467607,0.467607,753266177
207,ADA-USD,2022-07-27,0.467713,0.510553,0.459825,0.510553,0.510553,1108377917
208,ADA-USD,2022-07-28,0.51058,0.522948,0.492112,0.513328,0.513328,1404871202
209,ADA-USD,2022-07-29,0.513228,0.544084,0.508333,0.523335,0.523335,1601170272
210,ADA-USD,2022-07-30,0.523219,0.551218,0.511981,0.525576,0.525576,1247885850
211,ADA-USD,2022-07-31,0.525593,0.542536,0.514951,0.51702,0.51702,875157898
212,ADA-USD,2022-08-01,0.517051,0.525733,0.502531,0.514123,0.514123,647889797
213,ADA-USD,2022-08-02,0.513907,0.51461,0.490221,0.496833,0.496833,709947033
214,ADA-USD,2022-08-03,0.496866,0.515743,0.490236,0.500988,0.500988,553477710
215,ADA-USD,2022-08-04,0.500975,0.51042,0.494889,0.499668,0.499668,499753654
216,ADA-USD,2022-08-05,0.499582,0.518427,0.499514,0.517503,0.517503,536832135
217,ADA-USD,2022-08-06,0.517564,0.521468,0.511206,0.511256,0.511256,370884770
218,ADA-USD,2022-08-07,0.511372,0.536664,0.507668,0.52747,0.52747,495713645
219,ADA-USD,2022-08-08,0.527488,0.548407,0.523633,0.536596,0.536596,782794306
220,ADA-USD,2022-08-09,0.536656,0.537085,0.507641,0.514052,0.514052,636681258
221,ADA-USD,2022-08-10,0.513992,0.537886,0.504061,0.537093,0.537093,816259967
222,ADA-USD,2022-08-11,0.537104,0.546598,0.529891,0.531258,0.531258,819277170
223,ADA-USD,2022-08-12,0.531195,0.541442,0.522035,0.540753,0.540753,538287825
224,ADA-USD,2022-08-13,0.540708,0.566392,0.538688,0.559813,0.559813,930190208
225,ADA-USD,2022-08-14,0.559819,0.593898,0.557554,0.570343,0.570343,1180283864
226,ADA-USD,2022-08-15,0.570386,0.58101,0.545605,0.551171,0.551171,876107175
227,ADA-USD,2022-08-16,0.551004,0.569267,0.549157,0.557915,0.557915,734187541
228,ADA-USD,2022-08-17,0.557921,0.579925,0.532967,0.537038,0.537038,1035477916
229,ADA-USD,2022-08-18,0.5373,0.542983,0.511413,0.512633,0.512633,642877241
230,ADA-USD,2022-08-19,0.512698,0.512698,0.449319,0.45098,0.45098,1294433367
231,ADA-USD,2022-08-20,0.450875,0.462979,0.43887,0.451388,0.451388,792647751
232,ADA-USD,2022-08-21,0.451266,0.472278,0.448482,0.463546,0.463546,616272980
233,ADA-USD,2022-08-22,0.463536,0.463536,0.440015,0.461446,0.461446,722091304
234,ADA-USD,2022-08-23,0.461483,0.46881,0.447805,0.465207,0.465207,562953519
235,ADA-USD,2022-08-24,0.465182,0.466601,0.454518,0.458109,0.458109,494717036
236,ADA-USD,2022-08-25,0.458108,0.473415,0.458041,0.464999,0.464999,525337287
237,ADA-USD,2022-08-26,0.464959,0.481639,0.428157,0.430863,0.430863,1299179883
238,ADA-USD,2022-08-27,0.431039,0.450795,0.428077,0.449703,0.449703,733099946
239,ADA-USD,2022-08-28,0.449719,0.453401,0.430049,0.430049,0.430049,519341943
240,ADA-USD,2022-08-29,0.43007,0.452049,0.427682,0.450703,0.450703,587946527
241,ADA-USD,2022-08-30,0.450736,0.462546,0.440018,0.452169,0.452169,640051711
242,ADA-USD,2022-08-31,0.452263,0.462779,0.446055,0.446665,0.446665,521553602
243,ADA-USD,2022-09-01,0.446677,0.458502,0.442476,0.457481,0.457481,582859437
244,ADA-USD,2022-09-02,0.457464,0.465639,0.449913,0.454559,0.454559,525812957
245,ADA-USD,2022-09-03,0.454534,0.484817,0.453994,0.480387,0.480387,778592386
246,ADA-USD,2022-09-04,0.480372,0.505828,0.476805,0.503084,0.503084,907968827
247,ADA-USD,2022-09-05,0.503168,0.505339,0.483885,0.499121,0.499121,646475147
248,ADA-USD,2022-09-06,0.499091,0.511156,0.462991,0.463066,0.463066,982012136
249,ADA-USD,2022-09-07,0.463011,0.481619,0.455477,0.479282,0.479282,693147052
250,ADA-USD,2022-09-08,0.479274,0.481431,0.464569,0.479274,0.479274,647768733
251,ADA-USD,2022-09-09,0.479253,0.502938,0.478677,0.50292,0.50292,858927416
252,ADA-USD,2022-09-10,0.502842,0.523493,0.496362,0.512422,0.512422,995666468
253,ADA-USD,2022-09-11,0.51238,0.51915,0.503308,0.509752,0.509752,705305295
254,ADA-USD,2022-09-12,0.509751,0.518862,0.49782,0.501546,0.501546,856809100
255,ADA-USD,2022-09-13,0.501495,0.507524,0.462914,0.468881,0.468881,1004511415
256,ADA-USD,2022-09-14,0.463912,0.485709,0.463049,0.481376,0.481376,737527013
257,ADA-USD,2022-09-15,0.481374,0.481406,0.463869,0.465644,0.465644,685227625
258,ADA-USD,2022-09-16,0.465703,0.47413,0.456019,0.474126,0.474126,558761609
259,ADA-USD,2022-09-17,0.474221,0.487726,0.473099,0.487156,0.487156,511814025
260,ADA-USD,2022-09-18,0.487091,0.489621,0.444655,0.447186,0.447186,677522389
261,ADA-USD,2022-09-19,0.447283,0.455685,0.434388,0.453504,0.453504,776470650
262,ADA-USD,2022-09-20,0.453543,0.454071,0.438814,0.441899,0.441899,544680283
263,ADA-USD,2022-09-21,0.441951,0.461842,0.432546,0.441159,0.441159,1223771049
264,ADA-USD,2022-09-22,0.440876,0.465499,0.43571,0.458966,0.458966,762487961
265,ADA-USD,2022-09-23,0.458951,0.479108,0.448352,0.461821,0.461821,1025328778
266,ADA-USD,2022-09-24,0.46183,0.467096,0.451294,0.4516,0.4516,582129449
267,ADA-USD,2022-09-25,0.451599,0.461773,0.440216,0.446188,0.446188,528836100
268,ADA-USD,2022-09-26,0.446299,0.45027,0.438234,0.446757,0.446757,630690579
269,ADA-USD,2022-09-27,0.446819,0.462494,0.438172,0.44189,0.44189,683067297
270,ADA-USD,2022-09-28,0.441782,0.442514,0.426414,0.43729,0.43729,618645006
271,ADA-USD,2022-09-29,0.437308,0.438368,0.428464,0.43817,0.43817,533583651
272,ADA-USD,2022-09-30,0.438183,0.440544,0.430249,0.434414,0.434414,562475136
273,ADA-USD,2022-10-01,0.434429,0.436231,0.428957,0.430293,0.430293,317805815
274,ADA-USD,2022-10-02,0.430284,0.432294,0.418966,0.419633,0.419633,404886268
275,ADA-USD,2022-10-03,0.419644,0.428601,0.418097,0.427998,0.427998,454947649
276,ADA-USD,2022-10-04,0.428003,0.43722,0.42592,0.435765,0.435765,443212603
277,ADA-USD,2022-10-05,0.435777,0.436221,0.424712,0.431273,0.431273,442089311
278,ADA-USD,2022-10-06,0.431265,0.436684,0.426789,0.428687,0.428687,429115801
279,ADA-USD,2022-10-07,0.428693,0.430319,0.422391,0.42432,0.42432,412845097
280,ADA-USD,2022-10-08,0.424253,0.426762,0.420112,0.421736,0.421736,295762328
281,ADA-USD,2022-10-09,0.421791,0.424001,0.419975,0.423072,0.423072,280279986
282,ADA-USD,2022-10-10,0.423054,0.426265,0.401788,0.401801,0.401801,522186013
283,ADA-USD,2022-10-11,0.401735,0.401735,0.388473,0.39054,0.39054,647675205
284,ADA-USD,2022-10-12,0.390583,0.395019,0.37864,0.3813,0.3813,470666876
285,ADA-USD,2022-10-13,0.381323,0.382009,0.351169,0.377638,0.377638,1059234268
286,ADA-USD,2022-10-14,0.377629,0.388534,0.362047,0.366851,0.366851,563104935
287,ADA-USD,2022-10-15,0.366849,0.369367,0.362083,0.363744,0.363744,349542728
288,ADA-USD,2022-10-16,0.363813,0.374418,0.363813,0.370281,0.370281,337167739
289,ADA-USD,2022-10-17,0.370271,0.375328,0.366599,0.372345,0.372345,360241999
290,ADA-USD,2022-10-18,0.372343,0.373903,0.359318,0.36182,0.36182,435708572
291,ADA-USD,2022-10-19,0.361892,0.362199,0.349577,0.350032,0.350032,430500856
292,ADA-USD,2022-10-20,0.350044,0.355504,0.337724,0.340254,0.340254,497190070
293,ADA-USD,2022-10-21,0.340251,0.349577,0.330994,0.349077,0.349077,513576018
294,ADA-USD,2022-10-22,0.349098,0.353987,0.343961,0.351409,0.351409,345854400
295,ADA-USD,2022-10-23,0.351398,0.3633,0.346602,0.362099,0.362099,394201921
296,ADA-USD,2022-10-24,0.362096,0.36459,0.354384,0.357857,0.357857,389895509
297,ADA-USD,2022-10-25,0.357838,0.414189,0.35771,0.401988,0.401988,1215554912
298,ADA-USD,2022-10-26,0.401672,0.410212,0.396357,0.403492,0.403492,761857225
299,ADA-USD,2022-10-27,0.403511,0.414268,0.388504,0.388697,0.388697,719088729
300,ADA-USD,2022-10-28,0.388671,0.410745,0.380107,0.404507,0.404507,618236710
301,ADA-USD,2022-10-29,0.404508,0.435729,0.402261,0.419778,0.419778,855151911
302,ADA-USD,2022-10-30,0.419864,0.421159,0.400375,0.406047,0.406047,577564479
303,ADA-USD,2022-10-31,0.40603,0.415174,0.398713,0.406336,0.406336,569992895
304,ADA-USD,2022-11-01,0.406289,0.414435,0.399925,0.401402,0.401402,452398724
305,ADA-USD,2022-11-02,0.401385,0.407748,0.382296,0.386076,0.386076,741360035
306,ADA-USD,2022-11-03,0.38606,0.398447,0.385136,0.38942,0.38942,445099982
